"subject" "activity" "label" "tBodyAccMean-X" "tBodyAccMean-Y" "tBodyAccMean-Z" "tBodyAccStd-X" "tBodyAccStd-Y" "tBodyAccStd-Z" "tGravityAccMean-X" "tGravityAccMean-Y" "tGravityAccMean-Z" "tGravityAccStd-X" "tGravityAccStd-Y" "tGravityAccStd-Z" "tBodyAccJerkMean-X" "tBodyAccJerkMean-Y" "tBodyAccJerkMean-Z" "tBodyAccJerkStd-X" "tBodyAccJerkStd-Y" "tBodyAccJerkStd-Z" "tBodyGyroMean-X" "tBodyGyroMean-Y" "tBodyGyroMean-Z" "tBodyGyroStd-X" "tBodyGyroStd-Y" "tBodyGyroStd-Z" "tBodyGyroJerkMean-X" "tBodyGyroJerkMean-Y" "tBodyGyroJerkMean-Z" "tBodyGyroJerkStd-X" "tBodyGyroJerkStd-Y" "tBodyGyroJerkStd-Z" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMean-X" "fBodyAccMean-Y" "fBodyAccMean-Z" "fBodyAccStd-X" "fBodyAccStd-Y" "fBodyAccStd-Z" "fBodyAccJerkMean-X" "fBodyAccJerkMean-Y" "fBodyAccJerkMean-Z" "fBodyAccJerkStd-X" "fBodyAccJerkStd-Y" "fBodyAccJerkStd-Z" "fBodyGyroMean-X" "fBodyGyroMean-Y" "fBodyGyroMean-Z" "fBodyGyroStd-X" "fBodyGyroStd-Y" "fBodyGyroStd-Z" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd" "NA"
16 2 6 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 -0.680066570957104 -0.660971189773224 -0.60829310261694 -0.581814020420765 -0.341957179443716 -0.610279580295082 0.594926489266667 0.505770366404372 0.551504950581967 -0.615754788088251 -0.853206531410656 -0.9479066965847 -0.840819394371585 -0.705313738769863 -0.746004510191257 -0.643949672144535 -0.165228313152186 -0.210632770235519 -0.126177787084973 -0.107358773649071 0.0863696851562842 -0.0392335657872951 0.146348794787432 -0.0257635134496175 0.0213056030531148 0.142431072878962 -0.0246284895636612 -0.047176050303224 0.0748078522709164 -0.00819473078863388 -0.0565811094523497 -0.0582839969577049 -0.248864088613115 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 -0.97171713226776 -0.96554855863388 -0.946511286789617 0.638062146202186 -0.0760864392923497 0.0434515835546448 0.716754049355191 -0.0438643495928962 0.0290710029535519 -0.00999754719540984 0.453031876420765 -0.888462423715847 -0.601254569972678 -0.973465603114754 -0.968527529562841 -0.950785405680328 -0.639714891885246 -0.741006530906011 -0.867700782368853 -0.529793862571038 0.56498902773224
17 2 6 0.276134936206897 -0.0178192998868966 -0.112173902413793 -0.99504124 -0.979413535862069 -0.980976484137931 -0.995655898965517 -0.978149917931034 -0.979626552413793 -0.939080582758621 -0.56631265137931 -0.816865286551724 0.846537052068966 0.686372821034483 0.836962273448276 -0.985046429310345 -0.999947914137931 -0.999686938275862 -0.999031189655172 -0.995960365172414 -0.979912768965517 -0.976283132413793 -0.668377066551724 -0.592813372758621 -0.57337305 0.198475929103448 -0.136042717793103 0.113106775613793 -0.0231297452586207 0.24437483427931 -0.213880515 0.285786956775862 -0.178953462637931 0.225294756241379 -0.12608850462069 0.12460136462069 -0.123931087496552 0.20491357962069 0.252356742 0.263125783931034 0.908399606896552 -0.198659870344828 -0.278195591724138 -0.993349445862069 -0.984760977241379 -0.98129168137931 -0.993393767241379 -0.985149759655172 -0.981480235862069 0.836171383793103 -0.216746044482759 -0.280204697586207 0.927447865862069 -0.174121457931034 -0.279617590344828 0.140946982034483 0.756967994137931 -0.937037392413793 -0.840534886206897 -0.993480556551724 -0.986240334137931 -0.981965830689655 -0.842523388965517 -1 -1 -0.448617752758621 0.458201994827586
17 3 5 0.273849441115044 -0.0175178488555457 -0.10894543593472 -0.575384465440796 -0.531725560539469 -0.633174442559882 -0.59649412220354 -0.540303053057522 -0.631677223309145 -0.452772229228909 -0.30866490489174 -0.595458377436578 0.510147186162537 0.429890124763422 0.624353181587021 -0.539882730935988 -0.797348161651917 -0.913367601415929 -0.873586662359882 -0.642009231448673 -0.644291743286136 -0.640337902346903 -0.141271279386431 -0.176081686447788 -0.182328880017094 -0.156276983700295 0.1086755066659 0.00326636167067847 0.0519629753858407 -0.0549697393365782 0.0423928569716814 0.148647777514454 -0.126836425735525 -0.067895283020649 0.0544497882733038 0.0558755377034218 -0.153212256090678 -0.0261283312079646 -0.177340985703245 0.0917981944280236 0.681018816489676 0.00208485938053097 0.00457967780088496 -0.969925765014749 -0.956590055339233 -0.946280153185841 -0.970403496843658 -0.957248327020649 -0.947473123480826 0.618413354660767 -0.0132127544985251 0.0084004346259587 0.696700396224189 0.0152048594026549 -0.0058674568840708 0.0285128388679056 0.416650080029499 -0.74192035220059 -0.700542456578171 -0.971915205103245 -0.960167724454277 -0.951452535280236 -0.585298643160767 -0.843923855141593 -0.831302113013569 -0.498490680784661 0.531849669082596
19 3 5 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 -0.593921961070556 -0.508237269269444 -0.659923300610833 -0.463797416769444 -0.291912033686667 -0.582338625538889 0.486246951216667 0.417235804930556 0.579746300034722 -0.538115291904722 -0.744766068483333 -0.880265725583333 -0.852924589855556 -0.624392172340556 -0.599054721035833 -0.688503434637833 -0.118431005405278 -0.211392880520556 -0.233939375780278 -0.0862614937119444 0.078961021856 -0.0202084724265556 0.0828406705547222 0.0235530553506111 0.0110085851516667 0.149724511478333 0.0127338784252833 0.134598934096056 -0.0156512516767222 0.0445539317831389 -0.0858873030047222 -0.202895101477339 -0.276953537871944 0.152493066087278 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 -0.959132665444444 -0.959985731555556 -0.942759229277778 0.418426736444444 0.0790814091388889 0.236810830258333 0.491945721027778 0.109891411583333 0.222078079401667 0.172325807166111 0.236196618222222 -0.62036219381225 -0.644173314487769 -0.961686635194444 -0.962467922944444 -0.946086070694444 -0.635822119860556 -0.857572181008611 -0.711682979729722 -0.520436476497222 0.557849580436111
21 3 5 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 -0.688824771703431 -0.573810908081191 -0.673969367927696 -0.562679804579412 -0.3540560261675 -0.619413648840686 0.590672618168137 0.426244524761275 0.615353931893627 -0.61590924892598 -0.849603949561274 -0.907081647156863 -0.880014883970588 -0.73264352098799 -0.672200450377328 -0.70428858005098 -0.134754615625 -0.193243864970588 -0.168657730206618 -0.0727951304748529 0.0769645824274485 -0.0542999964705882 0.130443454365392 0.00313628200143627 0.00718700459414216 0.151737957232132 -0.0100225135577941 0.0151332723045833 0.0161446412553922 0.062408739431348 -0.0799380376768627 0.00826093900019608 -0.258110348447868 0.115715630752696 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 -0.966131985 -0.970281532181373 -0.954039213333333 0.585581654703431 -0.0912446817480637 0.033152347754902 0.661294669107843 -0.0568279817041667 0.0222958683970588 0.260186060147059 0.330873193529412 -0.690342239142157 -0.65454402747549 -0.968150389411765 -0.973236569093137 -0.95712247502451 -0.508692787110294 -0.914518175754902 -0.867616568666667 -0.52038082747451 0.552353399220588
22 3 5 0.277156731173244 -0.0157362798544615 -0.108891559940803 -0.591898038755853 -0.543513202065318 -0.696409302003679 -0.598940605317057 -0.570422360875912 -0.702685781207358 -0.519175918000803 -0.338426047482943 -0.589670763185284 0.512471593085619 0.376378693917057 0.651962648200669 -0.569939356411037 -0.771892937601672 -0.901740704147157 -0.901562110702341 -0.620304956136455 -0.685845191814047 -0.729155017200669 -0.100861650949164 -0.165031142689231 -0.220672988377592 -0.0499783322152174 0.0660550901710702 -0.107699467292308 0.2142878407699 0.00060592997792642 0.0189651900247157 0.0919594483501672 0.0969477732533445 0.0905788295197324 -0.0216195733780268 0.0291697229448161 -0.00541466784414716 -0.152026827046823 -0.214654393968896 0.166319831604247 0.590202951371237 0.059637422 0.266233413475819 -0.959890000367893 -0.958295670545485 -0.939955773782609 -0.960485627257525 -0.959032134518395 -0.940589321137124 0.532351077525084 0.0419024851371237 0.268271904101981 0.605141029331104 0.0719117576555184 0.253603549118729 -0.0243548711889632 0.3461517890301 -0.712886803585284 -0.66566911038796 -0.962089514180602 -0.961717423110368 -0.943115770133779 -0.656719435210702 -0.819992440585284 -0.564036867226087 -0.551156124403679 0.586682281407358
22 4 2 0.242298449272727 -0.0316561370181818 -0.105664296590909 0.0764832471304546 0.219952845181818 -0.0935184360181818 0.0546719128909091 0.211057799227273 -0.10884685305 0.269679474545455 0.036515815 -0.152783588181818 0.00109660027272727 -0.1285785661 0.323992944090909 0.177192707818182 -0.415217073181818 -0.707722361363636 -0.623692598636364 0.00939412756818182 -0.0107570504090909 -0.232932238681818 0.549814457727273 0.31576141 0.118613791041364 -0.165201367409091 0.1398721425 -0.233961245568182 0.341620132727273 -0.104583578090909 0.125602711409091 -0.022800758 0.185741288863636 -0.108570249118182 0.126024962206818 -0.133006042009091 0.132258086786364 -0.444937914090909 -0.317410602272727 0.442473032727273 0.870172199545455 -0.350769156818182 -0.1765357405 -0.939673766818182 -0.944104886363636 -0.92719241 -0.940820479090909 -0.94503322 -0.927439709545455 0.818420030454545 -0.351183176818182 -0.167055548454545 0.870497706818182 -0.334321450909091 -0.191925251545455 0.208865983636364 0.661923785454545 -0.784620671818182 -0.932128481818182 -0.943587385454545 -0.945659010454545 -0.931354037272727 -0.1777871349 -1 -1 -0.629588248181818 0.689919290454545
23 4 2 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 -0.653234529713441 -0.563066352054301 -0.464787835675269 -0.466546913547849 -0.310781984802419 -0.459694099625269 0.475437428106882 0.369647445706613 0.453618114035215 -0.531879502651011 -0.840279555026882 -0.909709103306452 -0.722226114682796 -0.711366844793011 -0.682223793539785 -0.534721541556129 -0.0394406543612903 -0.203009979691398 -0.082560267258871 -0.0726039395311828 0.0852136476405914 -0.0193205348468548 0.0578327386988979 0.0167049277236559 0.00596626918367204 0.132517881933306 -0.0151796125742473 0.0149676674032258 0.0641585162790323 0.026462843390914 -0.107283854325081 -0.0478296230441667 -0.241866655147312 0.204291205108333 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 -0.965489280107527 -0.961543252096774 -0.93587594016129 0.602954504733871 -0.000847494887096775 0.058098010141129 0.67692010389785 0.0294390171125376 0.0381454128502688 -0.127151263612473 0.434036829193548 -0.888487695430108 -0.591145533306452 -0.968001125053763 -0.965302909543011 -0.941745976478495 -0.563931936635215 -0.865282467150538 -0.890099614126344 -0.480463933536828 0.515436079505376
25 4 2 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 -0.736110608354523 -0.540052949860636 -0.633559021444988 -0.606640381737653 -0.322077312218582 -0.586671851144743 0.602430652415648 0.427103115440587 0.665385171124694 -0.58578351278313 -0.916698509657702 -0.897554360114914 -0.869200070105134 -0.773595532440098 -0.647536751149144 -0.620685438444988 -0.0573342609784841 -0.0840204392860636 -0.172080605138386 -0.182594734142445 0.135938487256895 -0.0506363358762592 0.127591379400489 -0.124093621590807 0.0414082353268215 0.211202609887555 -0.0649394745307335 -0.110595711426406 0.0676975384854768 0.0584534811551345 -0.131214137083227 -0.0863670259183374 -0.186829692202103 -0.0232163159468215 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 -0.951176849682152 -0.903433314070905 -0.883050393327628 0.617822568562592 0.0478836471075795 0.256359135796993 0.681401241452323 0.0423419660696822 0.211304122898914 -0.143690883128533 0.480075011515892 -0.741898072863081 -0.782116221244499 -0.954580076757946 -0.910906569178484 -0.891417799080685 -0.667029961827628 -0.800011605613692 -0.318769818268704 -0.59688734001956 0.624214369565281
26 4 2 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 -0.654028546174235 -0.600976092317092 -0.707916570484694 -0.473772628579592 -0.336719160653827 -0.596438106360459 0.541388842519388 0.433139542385204 0.663426265612245 -0.611437598359439 -0.826882133234694 -0.92565104497449 -0.91269353497449 -0.725835064103954 -0.699060863984694 -0.729485640637755 -0.145268089584184 -0.224598638630102 -0.224778347609694 -0.0870625589897467 0.054306494147449 0.0178192958752551 0.088473908176352 0.0299434493604592 -0.0165682680325536 0.190800746200842 -0.0269522684604592 0.0525649009362245 0.042306421517551 0.0414464903079082 -0.0928153955797117 -0.222318240919592 -0.102159288289541 0.154561322995663 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 -0.969098804693878 -0.960638215423469 -0.956723223596939 0.555454289234694 0.090422010255102 0.233369408116684 0.632244223443878 0.121760335746888 0.224758547407379 -0.156243627512755 0.442228849897959 -0.68111755622449 -0.798562210535714 -0.972617693903061 -0.963612910954082 -0.960383860178571 -0.858032602252551 -0.911191457382653 -0.515741161197959 -0.518582934469898 0.55131487003699
